1stclosing,2ndclosing,3rdclosing,4thclosing,5thclosing,6thopening
122.52529397883,121.16146452145,119.16817531451,117.87110673966,118.69131186788,118.97742993586
121.16146452145,119.16817531451,117.87110673966,118.69131186788,116.58357543374,120.56061657869
119.16817531451,117.87110673966,118.69131186788,116.58357543374,118.74853548147,122.03889326326
117.87110673966,118.69131186788,116.58357543374,118.74853548147,121.25683721078,122.45853309631
118.69131186788,116.58357543374,118.74853548147,121.25683721078,120.74182468841,122.63020393709
116.58357543374,118.74853548147,121.25683721078,120.74182468841,120.56061657869,123.1261419216
118.74853548147,121.25683721078,120.74182468841,120.56061657869,122.59205486136,122.99262015654
121.25683721078,120.74182468841,120.56061657869,122.59205486136,123.37411091385,123.26920095559
120.74182468841,120.56061657869,122.59205486136,123.37411091385,123.11660465266,123.98449612554
120.56061657869,122.59205486136,123.37411091385,123.11660465266,122.5157567099,122.82571795022
122.59205486136,123.37411091385,123.11660465266,122.5157567099,124.38029278625,125.47231007905
123.37411091385,123.11660465266,122.5157567099,124.38029278625,122.83048658468,126.78845319177
123.11660465266,122.5157567099,124.38029278625,122.83048658468,126.05408348395,124.00357066341
122.5157567099,124.38029278625,122.83048658468,126.05408348395,126.84567680536,122.66835301283
124.38029278625,122.83048658468,126.05408348395,126.84567680536,123.50286404444,122.53483124777
122.83048658468,126.05408348395,126.84567680536,123.50286404444,122.50621944097,121.71939475402
126.05408348395,126.84567680536,123.50286404444,122.50621944097,122.75895706769,121.59064162343
126.84567680536,123.50286404444,122.50621944097,122.75895706769,121.91490876714,121.39035897584
123.50286404444,122.50621944097,122.75895706769,121.91490876714,121.19961359718,120.22681216605
122.50621944097,122.75895706769,121.91490876714,121.19961359718,120.60830292335,117.08905068718
122.75895706769,121.91490876714,121.19961359718,120.60830292335,119.10141443198,114.60936076467
121.91490876714,121.19961359718,120.60830292335,119.10141443198,116.37375551722,113.06432319756
121.19961359718,120.60830292335,119.10141443198,116.37375551722,114.18018366269,114.46630173067
120.60830292335,119.10141443198,116.37375551722,114.18018366269,113.42673941701,114.46630173067
119.10141443198,116.37375551722,114.18018366269,113.42673941701,114.39000357921,112.5754955912
116.37375551722,114.18018366269,113.42673941701,114.39000357921,113.58250002434,112.5754955912
114.18018366269,113.42673941701,114.39000357921,113.58250002434,112.71799621853,112.14799370921
113.42673941701,114.39000357921,113.58250002434,112.71799621853,112.69899613489,112.48049517298
114.39000357921,113.58250002434,112.71799621853,112.69899613489,111.30248998705,110.504486474
113.58250002434,112.71799621853,112.69899613489,111.30248998705,112.95549726408,111.74424193177
112.71799621853,112.69899613489,111.30248998705,112.95549726408,109.54498224997,106.7994701634
112.69899613489,111.30248998705,112.95549726408,109.54498224997,103.68345644577,108.05347568391
111.30248998705,112.95549726408,109.54498224997,103.68345644577,107.4454730073,106.68546966154
112.95549726408,109.54498224997,103.68345644577,107.4454730073,107.33147250543,104.74746112984
109.54498224997,103.68345644577,107.4454730073,107.33147250543,106.78047007976,103.50295565115
103.68345644577,107.4454730073,107.33147250543,106.78047007976,104.07295816047,102.4484510089
107.4454730073,107.33147250543,106.78047007976,104.07295816047,103.28445468924,101.67894762132
107.33147250543,106.78047007976,104.07295816047,103.28445468924,100.69094327183,104.50046004247
106.78047007976,104.07295816047,103.28445468924,100.69094327183,101.47944674306,103.58845602755
104.07295816047,103.28445468924,100.69094327183,101.47944674306,104.31045920603,105.85896602302
103.28445468924,100.69094327183,101.47944674306,104.31045920603,104.70946096255,106.9704709162
100.69094327183,101.47944674306,104.31045920603,104.70946096255,103.78795690581,107.03697120895
101.47944674306,104.31045920603,104.70946096255,103.78795690581,106.4099684487,103.76895682217
104.31045920603,104.70946096255,103.78795690581,106.4099684487,106.29596794683,101.84044833229
104.70946096255,103.78795690581,106.4099684487,106.29596794683,102.36295063251,101.21344557204
103.78795690581,106.4099684487,106.29596794683,102.36295063251,100.94744440102,102.8759528909
106.4099684487,106.29596794683,102.36295063251,100.94744440102,100.9379443592,105.82096585573
106.29596794683,102.36295063251,100.94744440102,100.9379443592,103.86395724039,107.17947183628
102.36295063251,100.94744440102,100.9379443592,103.86395724039,104.8614616317,107.95847526569
100.94744440102,100.9379443592,103.86395724039,104.8614616317,106.89447058162,108.10097589302
100.9379443592,103.86395724039,104.8614616317,106.89447058162,108.21497639488,106.4954688251
103.86395724039,104.8614616317,106.89447058162,108.21497639488,108.29097672946,106.95147083255
104.8614616317,106.89447058162,108.21497639488,108.29097672946,106.4099684487,107.56897355099
106.89447058162,108.21497639488,108.29097672946,106.4099684487,106.91347066526,106.55246907603
108.21497639488,108.29097672946,106.4099684487,106.91347066526,107.29347233815,106.64746949425
108.29097672946,106.4099684487,106.91347066526,107.29347233815,106.19146748679,106.27696786319
106.4099684487,106.91347066526,107.29347233815,106.19146748679,107.01797112531,101.76444799772
106.91347066526,107.29347233815,106.19146748679,107.01797112531,103.93995757497,101.05194486106
107.29347233815,106.19146748679,107.01797112531,103.93995757497,101.40819642939,105.16546297001
106.19146748679,107.01797112531,103.93995757497,101.40819642939,102.81420261905,104.93746196628
107.01797112531,103.93995757497,101.40819642939,102.81420261905,104.24395891327,106.64746949425
103.93995757497,101.40819642939,102.81420261905,104.24395891327,106.03946681764,108.68997848599
101.40819642939,102.81420261905,104.24395891327,106.03946681764,106.35296819776,104.68096083708
102.81420261905,104.24395891327,106.03946681764,106.35296819776,108.41447727315,108.3954771895
104.24395891327,106.03946681764,106.35296819776,108.41447727315,106.78047007976,110.19098509387
106.03946681764,106.35296819776,108.41447727315,106.78047007976,109.25048095349,109.98198417378
106.35296819776,108.41447727315,106.78047007976,109.25048095349,109.71598300277,109.96298409014
108.41447727315,106.78047007976,109.25048095349,109.71598300277,110.13398484294,107.82547468018
106.78047007976,109.25048095349,109.71598300277,110.13398484294,108.89897940607,112.86999688769
109.25048095349,109.71598300277,110.13398484294,108.89897940607,109.31698124624,113.3069988115
109.71598300277,110.13398484294,108.89897940607,109.31698124624,112.98399738955,112.04349324917
110.13398484294,108.89897940607,109.31698124624,112.98399738955,113.0504976823,113.11699797506
108.89897940607,109.31698124624,112.98399738955,113.0504976823,111.72049182722,111.00798869057
109.31698124624,112.98399738955,113.0504976823,111.72049182722,112.69424611398,111.63499145082
112.98399738955,113.0504976823,111.72049182722,112.69424611398,110.64698710133,109.16498057709
113.0504976823,111.72049182722,112.69424611398,110.64698710133,110.49498643217,109.66848279366
111.72049182722,112.69424611398,110.64698710133,110.49498643217,108.93697957336,108.24347652035
112.69424611398,110.64698710133,110.49498643217,108.93697957336,109.69698291912,108.55697790048
110.64698710133,110.49498643217,108.93697957336,109.69698291912,108.29097672946,107.49297321641
110.49498643217,108.93697957336,109.69698291912,108.29097672946,108.47147752408,106.21046757043
108.93697957336,109.69698291912,108.29097672946,108.47147752408,107.17947183628,103.9114574495
109.69698291912,108.29097672946,108.47147752408,107.17947183628,105.68796527022,103.2654546056
108.29097672946,108.47147752408,107.17947183628,105.68796527022,104.2154587878,103.56945594391
108.47147752408,107.17947183628,105.68796527022,104.2154587878,103.38895514929,103.31295481471
107.17947183628,105.68796527022,104.2154587878,103.38895514929,103.55995590208,103.17045418738
105.68796527022,104.2154587878,103.38895514929,103.55995590208,103.2654546056,103.19924061071
104.2154587878,103.38895514929,103.55995590208,103.2654546056,102.97222119965,103.44517830602
103.38895514929,103.55995590208,103.2654546056,102.97222119965,102.72628350433,102.36683610349
103.55995590208,103.2654546056,102.97222119965,102.72628350433,103.48301487453,102.16819411881
103.2654546056,102.97222119965,102.72628350433,103.48301487453,102.15873497669,101.17403828122
102.97222119965,102.72628350433,103.48301487453,102.15873497669,101.19390247968,100.88175078948
102.72628350433,103.48301487453,102.15873497669,101.19390247968,101.53443159627,99.699358023544
103.48301487453,102.15873497669,101.19390247968,101.53443159627,100.96688306863,99.179105206533
102.15873497669,101.19390247968,101.53443159627,100.96688306863,99.425042901847,99.49125689674
101.19390247968,101.53443159627,100.96688306863,99.425042901847,99.52909346525,98.450751262718
101.53443159627,100.96688306863,99.425042901847,99.52909346525,99.160186922278,97.277817638911
100.96688306863,99.425042901847,99.52909346525,99.160186922278,97.419704770824,97.448082197206
99.425042901847,99.52909346525,99.160186922278,97.419704770824,96.927829380195,92.997555826231
99.52909346525,99.160186922278,97.419704770824,96.927829380195,94.36440186365,92.226635742842
99.160186922278,97.419704770824,96.927829380195,94.36440186365,92.387441159009,90.382103027985
97.419704770824,96.927829380195,94.36440186365,92.387441159009,91.053702119036,92.671215422833
96.927829380195,94.36440186365,92.387441159009,91.053702119036,92.264472311352,94.960327817681
94.36440186365,92.387441159009,91.053702119036,92.264472311352,93.409028508776,95.849487177663
92.387441159009,91.053702119036,92.264472311352,93.409028508776,94.411697574288,95.244102081505
91.053702119036,92.264472311352,93.409028508776,94.411697574288,95.281938650015,96.04812916234
92.264472311352,93.409028508776,94.411697574288,95.281938650015,95.556253771712,93.418487650903
93.409028508776,94.411697574288,95.281938650015,95.556253771712,95.348152644907,94.052250173444
94.411697574288,95.281938650015,95.556253771712,95.348152644907,93.409028508776,94.544125564072
95.281938650015,95.556253771712,95.348152644907,93.409028508776,94.231973873866,94.061709315571
95.556253771712,95.348152644907,93.409028508776,94.231973873866,94.231973873866,93.900903899404
95.348152644907,93.409028508776,94.231973873866,94.231973873866,94.496829853435,95.149510660231
93.409028508776,94.231973873866,94.231973873866,94.496829853435,93.815771620257,95.357611787035
94.231973873866,94.231973873866,94.496829853435,93.815771620257,95.30085693427,93.314437087501
94.231973873866,94.496829853435,93.815771620257,95.30085693427,94.695471838112,93.200927381971
94.496829853435,93.815771620257,95.30085693427,94.695471838112,95.30085693427,95.073837523211
93.815771620257,95.30085693427,94.695471838112,95.30085693427,92.576624001558,96.634595974243
95.30085693427,94.695471838112,95.30085693427,92.576624001558,96.246771147017,95.158969802358
94.695471838112,95.30085693427,92.576624001558,96.246771147017,97.088634796362,96.294066857654
95.30085693427,92.576624001558,96.246771147017,97.088634796362,95.594090340222,96.757564821901
92.576624001558,96.246771147017,97.088634796362,95.594090340222,95.499498918947,96.417035705312
96.246771147017,97.088634796362,95.594090340222,95.499498918947,96.284607715527,95.792732324899
97.088634796362,95.594090340222,95.499498918947,96.284607715527,96.08596573085,94.40223843216
95.594090340222,95.499498918947,96.284607715527,96.08596573085,95.404907497672,97.249440212529
95.499498918947,96.284607715527,96.08596573085,95.404907497672,96.133261441487,95.735977472134
96.284607715527,96.08596573085,95.404907497672,96.133261441487,96.16163886787,94.979246101936
96.08596573085,95.404907497672,96.133261441487,96.16163886787,95.944078598938,92.709051991343
95.404907497672,96.133261441487,96.16163886787,95.944078598938,95.537335487457,93.721180198982
96.133261441487,96.16163886787,95.944078598938,95.537335487457,92.690133707088,93.929281325787
96.16163886787,95.944078598938,95.537335487457,92.690133707088,93.040121965804,93.456324219413
95.944078598938,95.537335487457,92.690133707088,93.040121965804,93.61712963558,93.503619930051
95.537335487457,92.690133707088,93.040121965804,93.61712963558,92.813102554745,97.523755334226
92.690133707088,93.040121965804,93.61712963558,92.813102554745,93.588752209198,97.485918765716
93.040121965804,93.61712963558,92.813102554745,93.588752209198,97.712938176775,97.296735923166
93.61712963558,92.813102554745,93.588752209198,97.712938176775,96.956206806577,96.095424872978
92.813102554745,93.588752209198,97.712938176775,96.956206806577,96.719728253391,95.556253771712
93.588752209198,97.712938176775,96.956206806577,96.719728253391,96.606218547861,95.934619456811
97.712938176775,96.956206806577,96.719728253391,96.606218547861,95.432339009842,96.284607715527
96.956206806577,96.719728253391,96.606218547861,95.432339009842,96.04812916234,94.865736396406
96.719728253391,96.606218547861,95.432339009842,96.04812916234,95.840028035536,95.130592375976
96.606218547861,95.432339009842,96.04812916234,95.840028035536,95.140051518103,95.007623528318
95.432339009842,96.04812916234,95.840028035536,95.140051518103,95.130592375976,94.033331889189
96.04812916234,95.840028035536,95.140051518103,95.130592375976,95.092755807466,93.163090813462
95.840028035536,95.140051518103,95.130592375976,95.092755807466,93.796853336002,92.605001427941
95.140051518103,95.130592375976,95.092755807466,93.796853336002,92.680674564961,92.065830326675
95.130592375976,95.092755807466,93.796853336002,92.680674564961,92.226635742842,90.949651555633
95.092755807466,93.796853336002,92.680674564961,92.226635742842,91.980698047528,90.845600992231
93.796853336002,92.680674564961,92.226635742842,91.980698047528,90.779386997339,90.117247048416
92.680674564961,92.226635742842,91.980698047528,90.779386997339,90.798305281594,89.161873693541
92.226635742842,91.980698047528,90.779386997339,90.798305281594,89.61591251566,89.795636216082
91.980698047528,90.779386997339,90.798305281594,89.61591251566,89.369974820346,89.181728427886
90.779386997339,90.798305281594,89.61591251566,89.369974820346,89.379387139969,89.755879924889
90.798305281594,89.61591251566,89.369974820346,89.379387139969,89.529984253937,90.706524206811
89.61591251566,89.369974820346,89.379387139969,89.529984253937,89.972363276217,89.322913222231
89.369974820346,89.379387139969,89.529984253937,89.972363276217,90.480628535859,91.450097457028
89.379387139969,89.529984253937,89.972363276217,90.480628535859,89.98177559584,92.654874368771
89.529984253937,89.972363276217,90.480628535859,89.98177559584,92.381917099704,93.492570815218
89.972363276217,90.480628535859,89.98177559584,92.381917099704,92.598400451033,92.071310552146
90.480628535859,89.98177559584,92.381917099704,92.598400451033,93.200788906905,91.158315548715
89.98177559584,92.381917099704,92.598400451033,93.200788906905,91.931066989763,91.33244346174
92.381917099704,92.598400451033,93.200788906905,91.931066989763,91.327737301929,89.812353842627
92.598400451033,93.200788906905,91.931066989763,91.327737301929,91.478334415897,89.115842190525
93.200788906905,91.931066989763,91.327737301929,91.478334415897,89.153491469017,89.407624098838
91.931066989763,91.327737301929,91.478334415897,89.153491469017,88.418389306461,88.118136310487
91.327737301929,91.478334415897,89.153491469017,88.418389306461,88.88053419995,89.44527337733
91.478334415897,89.153491469017,88.418389306461,88.88053419995,87.619189247272,91.271263384191
89.153491469017,88.418389306461,88.88053419995,87.619189247272,89.209965386755,91.1112539506
88.418389306461,88.88053419995,87.619189247272,89.209965386755,89.718230646397,90.226495906038
88.88053419995,87.619189247272,89.209965386755,89.718230646397,90.781822763795,89.755879924889
87.619189247272,89.209965386755,89.718230646397,90.781822763795,89.624107450167,88.249908785209
89.209965386755,89.718230646397,90.781822763795,89.624107450167,89.449979537141,89.831178481873
89.718230646397,90.781822763795,89.624107450167,89.449979537141,89.784116883758,90.612401010581
90.781822763795,89.624107450167,89.449979537141,89.784116883758,89.746467605266,88.607576930883
89.624107450167,89.449979537141,89.784116883758,89.746467605266,90.328148957967,88.165197908602
89.449979537141,89.784116883758,89.746467605266,90.328148957967,88.50404141503,88.348738141251
89.784116883758,89.746467605266,90.328148957967,88.50404141503,87.986363835765,88.024013114257
89.746467605266,90.328148957967,88.50404141503,87.986363835765,88.024013114257,86.687463727792
90.328148957967,88.50404141503,87.986363835765,88.024013114257,87.468686256501,85.482686816048
88.50404141503,87.986363835765,88.024013114257,87.468686256501,86.574515892316,85.059132433014
87.986363835765,88.024013114257,87.468686256501,86.574515892316,85.557985373032,84.908535319046
88.024013114257,87.468686256501,86.574515892316,85.557985373032,85.049720113391,85.416800578687
87.468686256501,86.574515892316,85.557985373032,85.049720113391,84.974421556407,85.953302797198
86.574515892316,85.557985373032,85.049720113391,84.974421556407,85.492099135671,86.452155737217
85.557985373032,85.049720113391,84.974421556407,85.492099135671,85.567397692655,86.866297800629
85.049720113391,84.974421556407,85.492099135671,85.567397692655,86.46156805684,86.847473161383
84.974421556407,85.492099135671,85.567397692655,86.46156805684,86.762762284776,86.885122439875
85.492099135671,85.567397692655,86.46156805684,86.762762284776,86.668639088546,86.132136870035
85.567397692655,86.46156805684,86.762762284776,86.668639088546,86.781586924022,86.781586924022
86.46156805684,86.762762284776,86.668639088546,86.781586924022,85.915653518706,88.513453734653
86.762762284776,86.668639088546,86.781586924022,85.915653518706,86.866297800629,88.59816461126
86.668639088546,86.781586924022,85.915653518706,86.866297800629,88.344031981439,89.16290378864
86.781586924022,85.915653518706,86.866297800629,88.344031981439,88.711112446736,87.252202905172
85.915653518706,86.866297800629,88.344031981439,88.711112446736,88.193434867471,87.386664614072
86.866297800629,88.344031981439,88.711112446736,88.193434867471,86.804445414535,86.889156291142
88.344031981439,88.711112446736,88.193434867471,86.804445414535,87.043787256377,85.711271721178
88.711112446736,88.193434867471,86.804445414535,87.043787256377,86.70359913286,84.503805575257
88.193434867471,86.804445414535,87.043787256377,86.70359913286,85.724717892068,85.243344974207
86.804445414535,87.043787256377,86.70359913286,85.724717892068,84.529353299948,85.783881043984
87.043787256377,86.70359913286,85.724717892068,84.529353299948,85.114261733663,84.421783932828
86.70359913286,85.724717892068,84.529353299948,85.114261733663,85.434280600844,84.175719005541
85.724717892068,84.529353299948,85.114261733663,85.434280600844,83.905450970652,82.812277277296
84.529353299948,85.114261733663,85.434280600844,83.905450970652,84.12327893907,81.651872729489
85.114261733663,85.434280600844,83.905450970652,84.12327893907,82.576969286721,81.564472618704
85.434280600844,83.905450970652,84.12327893907,82.576969286721,81.654561963667,81.192013685051
83.905450970652,84.12327893907,82.576969286721,81.654561963667,81.525478723123,81.283447647103
84.12327893907,82.576969286721,81.654561963667,81.525478723123,81.310339988883,80.38793266583
82.576969286721,81.654561963667,81.525478723123,81.310339988883,81.294204583815,79.148195709772
81.654561963667,81.525478723123,81.310339988883,81.294204583815,80.342215684804,79.964378282795
81.525478723123,81.310339988883,81.294204583815,80.342215684804,79.173743434463,79.659150203592
81.310339988883,81.294204583815,80.342215684804,79.173743434463,79.852775064408,79.601331668765
81.294204583815,80.342215684804,79.173743434463,79.852775064408,79.837984276429,78.994909361626
80.342215684804,79.173743434463,79.852775064408,79.837984276429,79.712934887152,78.598247320371
79.173743434463,79.852775064408,79.837984276429,79.712934887152,78.733045183544,79.09710026039
79.852775064408,79.837984276429,79.712934887152,78.733045183544,79.062140216076,79.592982958361
79.837984276429,79.712934887152,78.733045183544,79.062140216076,79.202539430031,80.468806626361
79.712934887152,78.733045183544,79.062140216076,79.202539430031,79.480663587197,78.909706783783
78.733045183544,79.062140216076,79.202539430031,79.480663587197,80.356487255198,79.203876565402
79.062140216076,79.202539430031,79.480663587197,80.356487255198,79.235967814305,79.158413962788
79.202539430031,79.480663587197,80.356487255198,79.235967814305,79.088882923496,79.243990626531
79.480663587197,80.356487255198,79.235967814305,79.088882923496,78.903021106928,79.391075517341
80.356487255198,79.235967814305,79.088882923496,78.903021106928,79.202539430031,76.591114050481
79.235967814305,79.088882923496,78.903021106928,79.202539430031,79.437875255325,75.48530309867
79.088882923496,78.903021106928,79.202539430031,79.437875255325,76.476120408576,75.977368915195
78.903021106928,79.202539430031,79.437875255325,76.476120408576,75.918534958872,70.742483937758
79.202539430031,79.437875255325,76.476120408576,75.918534958872,70.16617859286,70.642198784933
79.437875255325,76.476120408576,75.918534958872,70.16617859286,71.095353962163,70.245069579748
76.476120408576,75.918534958872,70.16617859286,71.095353962163,71.024619501037,69.531039291638
75.918534958872,70.16617859286,71.095353962163,71.024619501037,70.191584164908,69.270297894294
70.16617859286,71.095353962163,71.024619501037,70.191584164908,69.39866288991,69.567141946655
71.095353962163,71.024619501037,70.191584164908,69.39866288991,69.258250304602,69.785095012127
71.024619501037,70.191584164908,69.39866288991,69.258250304602,69.755678033965,69.397325754539
70.191584164908,69.39866288991,69.258250304602,69.755678033965,69.478891012169,70.959099867858
69.39866288991,69.258250304602,69.755678033965,69.478891012169,69.996362400744,69.88404302958
69.258250304602,69.755678033965,69.478891012169,69.996362400744,70.910962994503,70.225012549183
69.755678033965,69.478891012169,69.996362400744,70.910962994503,69.99101385926,70.603421859174
69.478891012169,69.996362400744,70.910962994503,69.99101385926,69.995025265373,72.179904461575
69.996362400744,70.910962994503,69.99101385926,69.995025265373,71.111533300152,72.391171850192
70.910962994503,69.99101385926,69.995025265373,71.111533300152,72.043516653734,72.52354825192
69.99101385926,69.995025265373,71.111533300152,72.043516653734,72.546279553227,71.905791710522
69.995025265373,71.111533300152,72.043516653734,72.546279553227,72.425937369838,72.102350610058
71.111533300152,72.043516653734,72.546279553227,72.425937369838,71.76940390268,71.980671291297
72.043516653734,72.546279553227,72.425937369838,71.76940390268,71.785449527132,72.20731573668
72.546279553227,72.425937369838,71.76940390268,71.785449527132,71.865677649392,73.077122295511
72.425937369838,71.76940390268,71.785449527132,71.865677649392,72.175893055462,72.405880339273
71.76940390268,71.785449527132,71.865677649392,72.175893055462,72.87254058375,71.994042645007
71.785449527132,71.865677649392,72.175893055462,72.87254058375,72.097002068574,71.126241789233
71.865677649392,72.175893055462,72.87254058375,72.097002068574,71.251932514106,70.85346617355
72.175893055462,72.87254058375,72.097002068574,71.251932514106,70.694347064402,71.170367256475
72.87254058375,72.097002068574,71.251932514106,70.694347064402,71.036653719376,70.319949160524
72.097002068574,71.251932514106,70.694347064402,71.036653719376,71.05537361457,70.560633527303
71.251932514106,70.694347064402,71.036653719376,71.05537361457,70.432268531687,70.706381282741
70.694347064402,71.036653719376,71.05537361457,70.432268531687,70.158155780634,71.86300337865
71.036653719376,71.05537361457,70.432268531687,70.158155780634,70.955088461746,71.471222714949
71.05537361457,70.432268531687,70.158155780634,70.955088461746,71.752021142857,71.596913439822
70.432268531687,70.158155780634,70.955088461746,71.752021142857,71.682490103566,70.648884461788
70.158155780634,70.955088461746,71.752021142857,71.682490103566,70.991191116762,71.013922418069
70.955088461746,71.752021142857,71.682490103566,70.991191116762,70.927008618955,71.241235431138
71.752021142857,71.682490103566,70.991191116762,70.927008618955,70.968459815455,70.991191116762
71.682490103566,70.991191116762,70.927008618955,70.968459815455,71.183738610185,71.00188819973
70.991191116762,70.927008618955,70.968459815455,71.183738610185,71.033979448634,69.988339588518
70.927008618955,70.968459815455,71.183738610185,71.033979448634,70.568656339529,70.7451582085
70.968459815455,71.183738610185,71.033979448634,70.568656339529,70.365411763138,69.148618575534
71.183738610185,71.033979448634,70.568656339529,70.365411763138,70.55662212119,70.013745160566
71.033979448634,70.568656339529,70.365411763138,70.55662212119,69.176698418325,70.785272269629
70.568656339529,70.365411763138,70.55662212119,69.176698418325,69.806489178062,69.952236933501
70.365411763138,70.55662212119,69.176698418325,69.806489178062,70.540576496738,71.241596457688
70.55662212119,69.176698418325,69.806489178062,70.540576496738,70.233035361409,71.267978138558
69.176698418325,69.806489178062,70.540576496738,70.233035361409,71.021945230295,72.840449334846
69.806489178062,70.540576496738,70.233035361409,71.021945230295,71.853643431053,73.00759125622
70.540576496738,70.233035361409,71.021945230295,71.853643431053,73.006254120849,72.535582470259
70.233035361409,71.021945230295,71.853643431053,73.006254120849,72.73882704665,71.491279745514
71.021945230295,71.853643431053,73.006254120849,72.73882704665,72.797661002974,71.797483745471
71.853643431053,73.006254120849,72.73882704665,72.797661002974,71.659758802259,70.949739920262
73.006254120849,72.73882704665,72.797661002974,71.659758802259,71.665107343743,69.351863151925
72.73882704665,72.797661002974,71.659758802259,71.665107343743,70.733123990161,69.715563972835
72.797661002974,71.659758802259,71.665107343743,70.733123990161,69.488250959766,68.201926732871
71.659758802259,71.665107343743,70.733123990161,69.488250959766,68.529524898764,67.33322238482
71.665107343743,70.733123990161,69.488250959766,68.529524898764,68.134745069163,67.23884740872
70.733123990161,69.488250959766,68.529524898764,68.134745069163,67.629639563275,66.808178503701
69.488250959766,68.529524898764,68.134745069163,67.629639563275,66.664622202027,65.820564317189
68.529524898764,68.134745069163,67.629639563275,66.664622202027,66.541004275586,66.798873928592
68.134745069163,67.629639563275,66.664622202027,66.541004275586,66.432273669319,66.986294655777
67.629639563275,66.664622202027,66.541004275586,66.432273669319,66.560942650819,67.625651888229
66.664622202027,66.541004275586,66.432273669319,66.560942650819,67.325247034727,73.116680427231
66.541004275586,66.432273669319,66.560942650819,67.325247034727,73.173837102897,73.63906585832
66.432273669319,66.560942650819,67.325247034727,73.173837102897,72.584990421034,73.09940050203
66.560942650819,67.325247034727,73.173837102897,72.584990421034,73.928836911697,73.22896006429
67.325247034727,73.173837102897,72.584990421034,73.928836911697,73.308088829462,71.909744113163
73.173837102897,72.584990421034,73.928836911697,73.308088829462,72.983757925682,73.304101154415
72.584990421034,73.928836911697,73.308088829462,72.983757925682,71.867208912667,73.758696109714
73.928836911697,73.308088829462,72.983757925682,71.867208912667,73.672296483707,73.575263057576
73.308088829462,72.983757925682,71.867208912667,73.672296483707,74.085685463525,71.541548783872
72.983757925682,71.867208912667,73.672296483707,74.085685463525,72.627525621529,70.436962795997
71.867208912667,73.672296483707,74.085685463525,72.627525621529,71.210571755014,71.755554011366
73.672296483707,74.085685463525,72.627525621529,71.210571755014,70.839717975691,72.682023847165
74.085685463525,72.627525621529,71.210571755014,70.839717975691,71.315447608736,71.619973059786
72.627525621529,71.210571755014,70.839717975691,71.315447608736,72.23806269199,72.352376043322
71.210571755014,70.839717975691,71.315447608736,72.23806269199,71.783135430437,71.439198457679
70.839717975691,71.315447608736,72.23806269199,71.783135430437,72.300536267718,73.487534206554
71.315447608736,72.23806269199,71.783135430437,72.300536267718,71.908414888148,73.862375660923
72.23806269199,71.783135430437,72.300536267718,71.908414888148,73.523423281972,73.661662683583
