1stclosing,2ndclosing,3rdclosing,4thclosing,5thclosing,6thopening
95.207356814444,94.777350275762,94.484163999389,93.760971184333,93.360283273289,93.223463010981
94.777350275762,94.484163999389,93.760971184333,93.360283273289,92.832547975816,93.321191769773
94.484163999389,93.760971184333,93.360283273289,92.832547975816,93.712106804938,92.295039802464
93.760971184333,93.360283273289,92.832547975816,93.712106804938,93.428693404443,91.835714636146
93.360283273289,92.832547975816,93.712106804938,93.428693404443,92.255948298948,90.790016917079
92.832547975816,93.712106804938,93.428693404443,92.255948298948,91.464345352739,90.88774567587
93.712106804938,93.428693404443,92.255948298948,91.464345352739,89.949549591474,90.799789792958
93.428693404443,92.255948298948,91.464345352739,89.949549591474,91.278660711035,93.760971184333
92.255948298948,91.464345352739,89.949549591474,91.278660711035,93.917337198399,94.063930336586
91.464345352739,89.949549591474,91.278660711035,93.917337198399,93.379829025047,92.783683596421
89.949549591474,91.278660711035,93.917337198399,93.379829025047,93.731652556696,93.819608439608
91.278660711035,93.917337198399,93.379829025047,93.731652556696,92.940049610487,94.425526744114
93.917337198399,93.379829025047,93.731652556696,92.940049610487,93.164825755707,94.259387854169
93.379829025047,93.731652556696,92.940049610487,93.164825755707,95.334404200873,95.598271849609
93.731652556696,92.940049610487,93.164825755707,95.334404200873,94.933716289828,95.109628055653
92.940049610487,93.164825755707,95.334404200873,94.933716289828,95.24644831796,96.448512051093
93.164825755707,95.334404200873,94.933716289828,95.24644831796,95.129173807411,96.292146037027
95.334404200873,94.933716289828,95.24644831796,95.129173807411,96.585332313401,96.26282740939
94.933716289828,95.24644831796,95.129173807411,96.585332313401,97.386708135489,96.771016955104
95.24644831796,95.129173807411,96.585332313401,97.386708135489,96.692833948071,96.995793100324
95.129173807411,96.585332313401,97.386708135489,96.692833948071,96.780789830983,95.764410739554
96.585332313401,97.386708135489,96.692833948071,96.780789830983,96.389874795818,95.568953221972
97.386708135489,96.692833948071,96.780789830983,96.389874795818,95.6960006084,95.383268580268
96.692833948071,96.780789830983,96.389874795818,95.6960006084,95.500543090818,96.771016955104
96.780789830983,96.389874795818,95.6960006084,95.500543090818,96.223735905873,97.337843756093
96.389874795818,95.6960006084,95.500543090818,96.223735905873,97.591938528951,97.181477742027
95.6960006084,95.500543090818,96.223735905873,97.591938528951,98.070809447028,97.416026763126
95.500543090818,96.223735905873,97.591938528951,98.070809447028,98.129446702303,96.428966299335
96.223735905873,97.591938528951,98.070809447028,98.129446702303,97.357389507852,95.011899296861
97.591938528951,98.070809447028,98.129446702303,97.357389507852,95.676454856642,93.692561053179
98.070809447028,98.129446702303,97.357389507852,95.676454856642,94.23984210241,92.490497320047
98.129446702303,97.357389507852,95.676454856642,94.23984210241,93.057324121036,92.490497320047
97.357389507852,95.676454856642,94.23984210241,93.057324121036,92.060490781365,92.021399277849
95.676454856642,94.23984210241,93.057324121036,92.060490781365,92.412314313014,92.402541437135
94.23984210241,93.057324121036,92.060490781365,92.412314313014,91.366616593947,90.291600247244
93.057324121036,92.060490781365,92.412314313014,91.366616593947,91.747758753233,87.955882912133
92.060490781365,92.412314313014,91.366616593947,91.747758753233,88.464072457847,90.614105151255
92.412314313014,91.366616593947,91.747758753233,88.464072457847,88.288160692023,91.356843718068
91.366616593947,91.747758753233,88.464072457847,88.288160692023,90.408874757793,91.210250579881
91.747758753233,88.464072457847,88.288160692023,90.408874757793,91.298206462794,90.88774567587
88.464072457847,88.288160692023,90.408874757793,91.298206462794,90.682515282409,91.249342083398
88.288160692023,90.408874757793,91.298206462794,90.682515282409,90.614105151255,91.865033263783
90.408874757793,91.298206462794,90.682515282409,90.614105151255,91.122294696969,92.472470473846
91.298206462794,90.682515282409,90.614105151255,91.122294696969,91.491407499281,91.501120994079
90.682515282409,90.614105151255,91.122294696969,91.491407499281,92.453043484251,91.272853866333
90.614105151255,91.122294696969,91.491407499281,92.453043484251,90.957165285409,91.297137603327
91.122294696969,91.491407499281,92.453043484251,90.957165285409,91.054300233386,94.813422720085
91.491407499281,92.453043484251,90.957165285409,91.054300233386,92.113071166332,93.24955005766
92.453043484251,90.957165285409,91.054300233386,92.113071166332,95.017406110836,100.93292444262
90.957165285409,91.054300233386,92.113071166332,95.017406110836,101.36031821372,101.99169537557
91.054300233386,92.113071166332,95.017406110836,101.36031821372,102.06940333395,102.00140887036
92.113071166332,95.017406110836,101.36031821372,102.06940333395,102.65221302181,103.86639987152
95.017406110836,101.36031821372,102.06940333395,102.65221302181,102.93390437094,103.58470852238
101.36031821372,102.06940333395,102.65221302181,102.93390437094,104.06066976747,104.7891818773
102.06940333395,102.65221302181,102.93390437094,104.06066976747,103.84697288192,105.77024485186
102.65221302181,102.93390437094,104.06066976747,103.84697288192,104.40064208539,108.89799017671
102.93390437094,104.06066976747,103.84697288192,104.40064208539,106.70274035244,108.42202893162
104.06066976747,103.84697288192,104.40064208539,106.70274035244,108.88827668191,107.62552235822
103.84697288192,104.40064208539,106.70274035244,108.88827668191,108.82999571313,106.20735211776
104.40064208539,106.70274035244,108.88827668191,108.82999571313,107.2758365455,105.84795281024
106.70274035244,108.88827668191,108.82999571313,107.2758365455,105.89652028423,105.78967184146
108.88827668191,108.82999571313,107.2758365455,105.89652028423,105.54683447151,106.79987530041
108.82999571313,107.2758365455,105.89652028423,105.54683447151,105.43027253394,107.07185315475
107.2758365455,105.89652028423,105.54683447151,105.43027253394,107.78093827498,106.37248152932
105.89652028423,105.54683447151,105.43027253394,107.78093827498,106.66388637325,107.2564095559
105.54683447151,105.43027253394,107.78093827498,106.66388637325,107.93635419174,105.66339640909
105.43027253394,107.78093827498,106.66388637325,107.93635419174,106.8387292796,106.57646492007
107.78093827498,106.66388637325,107.93635419174,106.8387292796,105.86737979984,105.53712097672
106.66388637325,107.93635419174,106.8387292796,105.86737979984,106.4210490033,101.88484693279
107.93635419174,106.8387292796,105.86737979984,106.4210490033,104.59491198134,102.96304485533
106.8387292796,105.86737979984,106.4210490033,104.59491198134,102.17625177672,102.44822963106
105.86737979984,106.4210490033,104.59491198134,102.17625177672,102.64249952701,103.42929260562
106.4210490033,104.59491198134,102.17625177672,102.64249952701,103.0893202877,102.23453274551
104.59491198134,102.17625177672,102.64249952701,103.0893202877,103.66241648077,102.89505039175
102.17625177672,102.64249952701,103.0893202877,103.66241648077,102.87562340215,103.29330367845
102.64249952701,103.0893202877,103.66241648077,102.87562340215,102.88533689695,102.49679710504
103.0893202877,103.66241648077,102.87562340215,102.88533689695,102.76877495938,101.61286907846
103.66241648077,102.87562340215,102.88533689695,102.76877495938,102.93390437094,100.98149191661
102.87562340215,102.88533689695,102.76877495938,102.93390437094,101.58372859406,98.990225483084
102.88533689695,102.76877495938,102.93390437094,101.58372859406,99.582748665742,99.310770811408
102.76877495938,102.93390437094,101.58372859406,99.582748665742,99.330197801003,98.504550743201
102.93390437094,101.58372859406,99.582748665742,99.330197801003,98.271426868057,98.407415795224
101.58372859406,99.582748665742,99.330197801003,98.271426868057,98.222859394068,97.892600570947
99.582748665742,99.330197801003,98.271426868057,98.222859394068,98.135437940889,99.456473233373
99.330197801003,98.271426868057,98.222859394068,98.135437940889,98.951371503894,99.437046243777
98.271426868057,98.222859394068,98.135437940889,98.951371503894,100.05870991083,97.698330674994
98.222859394068,98.135437940889,98.951371503894,100.05870991083,98.59197219638,97.63033621141
98.135437940889,98.951371503894,100.05870991083,98.59197219638,97.863460086554,94.852276699276
98.951371503894,100.05870991083,98.59197219638,97.863460086554,97.649763201006,94.08491061026
100.05870991083,98.59197219638,97.863460086554,97.649763201006,93.919781198699,94.41516943338
98.59197219638,97.863460086554,97.649763201006,93.919781198699,94.133478084248,93.298117531648
97.863460086554,97.649763201006,93.919781198699,94.133478084248,93.987775662283,91.28742410853
97.649763201006,93.919781198699,94.133478084248,93.987775662283,93.346685005636,93.638089849567
93.919781198699,94.133478084248,93.987775662283,93.346685005636,91.977082239165,93.550668396388
94.133478084248,93.987775662283,93.346685005636,91.977082239165,94.104337599855,93.24955005766
93.987775662283,93.346685005636,91.977082239165,94.104337599855,93.28840403685,96.008182580199
93.346685005636,91.977082239165,94.104337599855,93.28840403685,93.502100922399,93.900354209104
91.977082239165,94.104337599855,93.28840403685,93.502100922399,95.308810954766,92.297627567488
94.104337599855,93.28840403685,93.502100922399,95.308810954766,93.871213724711,91.491407499281
93.28840403685,93.502100922399,95.308810954766,93.871213724711,91.297137603327,91.102867707374
93.502100922399,95.308810954766,93.871213724711,91.297137603327,91.015446254195,93.171842099278
95.308810954766,93.871213724711,91.297137603327,91.015446254195,91.569115457662,91.588542447258
93.871213724711,91.297137603327,91.015446254195,91.569115457662,92.268487083095,90.461777050728
91.297137603327,91.015446254195,91.569115457662,92.268487083095,92.28791407269,93.754651787139
91.015446254195,91.569115457662,92.268487083095,92.28791407269,91.32627808772,93.113561130492
91.569115457662,92.268487083095,92.28791407269,91.32627808772,93.83235974552,91.784124545144
92.268487083095,92.28791407269,91.32627808772,93.83235974552,93.088425262365,92.189906990502
92.28791407269,91.32627808772,93.83235974552,93.088425262365,91.281727231844,93.204363103895
91.32627808772,93.83235974552,93.088425262365,91.281727231844,93.165717156719,91.581233322465
93.83235974552,93.088425262365,91.281727231844,93.165717156719,94.044912454993,90.615084643043
93.088425262365,91.281727231844,93.165717156719,94.044912454993,90.90492924687,92.788919171744
91.281727231844,93.165717156719,94.044912454993,90.90492924687,90.257609631657,96.547237534698
93.165717156719,94.044912454993,90.90492924687,90.257609631657,96.605206455463,98.083413934979
94.044912454993,90.90492924687,90.257609631657,96.605206455463,96.07382468178,95.291244251448
90.90492924687,90.257609631657,96.605206455463,96.07382468178,97.986799067037,93.774390824755
90.257609631657,96.605206455463,96.07382468178,97.986799067037,93.040117828394,91.880739413086
96.605206455463,96.07382468178,97.986799067037,93.040117828394,93.513530681311,95.078691541975
96.07382468178,97.986799067037,93.040117828394,93.513530681311,93.387931352986,92.943502960451
97.986799067037,93.040117828394,93.513530681311,93.387931352986,93.842021232314,94.643924636235
93.040117828394,93.513530681311,93.387931352986,93.842021232314,96.151116576134,96.924035519672
93.513530681311,93.387931352986,93.842021232314,96.151116576134,94.093219888964,97.14624971594
93.387931352986,93.842021232314,96.151116576134,94.093219888964,96.57622199508,95.619734802452
93.842021232314,96.151116576134,94.093219888964,96.57622199508,95.194629383506,95.213952357094
96.151116576134,94.093219888964,96.57622199508,95.194629383506,93.677775956812,95.339551685419
94.093219888964,96.57622199508,95.194629383506,93.677775956812,93.185040130307,97.155911202734
96.57622199508,95.194629383506,93.677775956812,93.185040130307,97.291172017853,102.17022284894
95.194629383506,93.677775956812,93.185040130307,97.291172017853,99.233130863492,99.13651599555
93.677775956812,93.185040130307,97.291172017853,99.233130863492,101.78376337717,103.38757018501
93.185040130307,97.291172017853,99.233130863492,101.78376337717,101.69680999602,104.9044236117
97.291172017853,99.233130863492,101.78376337717,101.69680999602,103.68707627563,103.33926275104
99.233130863492,101.78376337717,101.69680999602,103.68707627563,105.05900740041,103.94793641907
101.78376337717,101.69680999602,103.68707627563,105.05900740041,103.20400193592,105.31020605706
101.69680999602,103.68707627563,105.05900740041,103.20400193592,104.37304183802,103.63876884166
103.68707627563,105.05900740041,103.20400193592,104.37304183802,104.93340807209,103.76436816998
105.05900740041,103.20400193592,104.37304183802,104.93340807209,103.60012289448,103.64843032845
103.20400193592,104.37304183802,104.93340807209,103.60012289448,103.69673776242,105.22325267591
104.37304183802,104.93340807209,103.60012289448,103.69673776242,102.44074447918,108.22797506892
104.93340807209,103.60012289448,103.69673776242,102.44074447918,105.29088308347,107.31013382346
103.60012289448,103.69673776242,102.44074447918,105.29088308347,107.57099396691,108.15068317456
103.69673776242,102.44074447918,105.29088308347,107.57099396691,106.7497675894,108.38255885762
102.44074447918,105.29088308347,107.57099396691,106.7497675894,108.67240346145,111.29066638269
105.29088308347,107.57099396691,106.7497675894,108.67240346145,109.34870753705,112.1118927602
107.57099396691,106.7497675894,108.67240346145,109.34870753705,112.23749208852,113.65773064727
106.7497675894,108.67240346145,109.34870753705,112.23749208852,111.70611031484,113.54179280574
108.67240346145,109.34870753705,112.23749208852,111.70611031484,114.22775836813,114.9523698777
109.34870753705,112.23749208852,111.70611031484,114.22775836813,114.2760658021,111.38728125063
112.23749208852,111.70611031484,114.22775836813,114.2760658021,115.00067731167,112.6046285867
111.70611031484,114.22775836813,114.2760658021,115.00067731167,111.30032786948,113.08770292641
114.22775836813,114.2760658021,115.00067731167,111.30032786948,112.34376844326,114.73015568143
114.2760658021,115.00067731167,111.30032786948,112.34376844326,113.36788604344,113.99588268507
115.00067731167,111.30032786948,112.34376844326,113.36788604344,114.29538877569,114.2857272889
111.30032786948,112.34376844326,113.36788604344,114.29538877569,113.82197592277,115.17458407396
112.34376844326,113.36788604344,114.29538877569,113.82197592277,114.03452863225,113.35822455665
113.36788604344,114.29538877569,113.82197592277,114.03452863225,114.85575500976,115.23255299473
114.29538877569,113.82197592277,114.03452863225,114.85575500976,113.76400700201,115.16492258717
113.82197592277,114.03452863225,114.85575500976,113.76400700201,115.26153745511,113.65773064727
114.03452863225,114.85575500976,113.76400700201,115.26153745511,114.75914014181,111.84137112996
114.85575500976,113.76400700201,115.26153745511,114.75914014181,113.31957860947,111.02980623924
113.76400700201,115.26153745511,114.75914014181,113.31957860947,109.84144336355,107.60963991409
115.26153745511,114.75914014181,113.31957860947,109.84144336355,110.31002547307,111.30032786948
114.75914014181,113.31957860947,109.84144336355,110.31002547307,108.53714264633,112.32444546967
113.31957860947,109.84144336355,110.31002547307,108.53714264633,111.80272518278,112.4307218244
109.84144336355,110.31002547307,108.53714264633,111.80272518278,112.17952316775,112.9427806245
110.31002547307,108.53714264633,111.80272518278,112.17952316775,112.81718129617,116.86534426295
108.53714264633,111.80272518278,112.17952316775,112.81718129617,116.48854627798,117.01026656487
111.80272518278,112.17952316775,112.81718129617,116.48854627798,116.9619591309,117.72521658764
112.17952316775,112.81718129617,116.48854627798,116.9619591309,116.82669831578,118.45249805354
112.81718129617,116.48854627798,116.9619591309,116.82669831578,117.3654248561,116.20139072433
116.48854627798,116.9619591309,116.82669831578,117.3654248561,117.91377151321,115.31633997951
116.9619591309,116.82669831578,117.3654248561,117.91377151321,116.5765752792,116.39379306016
116.82669831578,117.3654248561,117.91377151321,116.5765752792,114.96039565823,114.19078631491
117.3654248561,117.91377151321,116.5765752792,114.96039565823,115.95126768775,112.48802564282
117.91377151321,116.5765752792,114.96039565823,115.95126768775,114.73913297203,111.01614777372
116.5765752792,114.96039565823,115.95126768775,114.73913297203,110.19843784645,113.59433907384
114.96039565823,115.95126768775,114.73913297203,110.19843784645,110.90070637222,112.26676295661
115.95126768775,114.73913297203,110.19843784645,110.90070637222,114.55635075299,109.98679527703
114.73913297203,110.19843784645,110.90070637222,114.55635075299,111.11234894164,109.66933142291
110.19843784645,110.90070637222,114.55635075299,111.11234894164,109.43844861992,107.11038035638
110.90070637222,114.55635075299,111.11234894164,109.43844861992,109.44806873671,106.59089404964
114.55635075299,111.11234894164,109.43844861992,109.44806873671,107.48556491125,107.5336654952
111.11234894164,109.43844861992,109.44806873671,107.48556491125,106.82177685263,106.71595556793
109.43844861992,109.44806873671,107.48556491125,106.82177685263,107.61062642954,107.06227977242
109.44806873671,107.48556491125,106.82177685263,107.61062642954,106.02330715894,106.61013428322
107.48556491125,106.82177685263,107.61062642954,106.02330715894,107.543285612,108.4475765904
106.82177685263,107.61062642954,106.02330715894,107.543285612,107.36050339296,105.82128470632
107.61062642954,106.02330715894,107.543285612,107.36050339296,107.86074946611,106.00406692536
106.02330715894,107.543285612,107.36050339296,107.86074946611,105.34027886675,107.49518502804
107.543285612,107.36050339296,107.86074946611,105.34027886675,106.57165381606,106.42735206418
107.36050339296,107.86074946611,105.34027886675,106.57165381606,107.081520006,105.70584330482
107.86074946611,105.34027886675,106.57165381606,107.081520006,106.57165381606,103.90688146481
105.34027886675,106.57165381606,107.081520006,106.57165381606,106.1868491444,104.92661384471
106.57165381606,107.081520006,106.57165381606,106.1868491444,105.41723980108,105.98482669178
107.081520006,106.57165381606,106.1868491444,105.41723980108,105.77318412236,108.54377775831
106.57165381606,106.1868491444,105.41723980108,105.77318412236,104.91699372792,109.52502967104
106.1868491444,105.41723980108,105.77318412236,104.91699372792,108.16859320344,112.01663992004
105.41723980108,105.77318412236,104.91699372792,108.16859320344,110.35235971511,108.94782266355
105.77318412236,104.91699372792,108.16859320344,110.35235971511,110.63134310206,109.31338710163
104.91699372792,108.16859320344,110.35235971511,110.63134310206,109.97717516024,109.07288418184
108.16859320344,110.35235971511,110.63134310206,109.97717516024,109.09212441542,109.35186756879
110.35235971511,110.63134310206,109.97717516024,109.09212441542,110.83336555468,107.94733051724
110.63134310206,109.97717516024,109.09212441542,110.83336555468,109.14022499938,111.2662708103
109.97717516024,109.09212441542,110.83336555468,109.14022499938,109.59237048858,111.833857701
109.09212441542,110.83336555468,109.14022499938,109.59237048858,111.98777956966,111.52601396367
110.83336555468,109.14022499938,109.59237048858,111.98777956966,111.86271805137,112.15132155512
109.14022499938,109.59237048858,111.98777956966,111.86271805137,110.9295667226,107.543285612
109.59237048858,111.98777956966,111.86271805137,110.9295667226,109.87135387553,106.08102785969
111.98777956966,111.86271805137,110.9295667226,109.87135387553,108.29365472173,109.43844861992
111.86271805137,110.9295667226,109.87135387553,108.29365472173,105.96558645819,107.40860397691
110.9295667226,109.87135387553,108.29365472173,105.96558645819,108.04353168515,104.8304126768
109.87135387553,108.29365472173,105.96558645819,108.04353168515,105.11901618054,108.2166937874
108.29365472173,105.96558645819,108.04353168515,105.11901618054,106.1772290276,105.82128470632
105.96558645819,108.04353168515,105.11901618054,106.1772290276,108.07239203553,105.99444680857
108.04353168515,105.11901618054,106.1772290276,108.07239203553,103.62789807786,107.87036958291
105.11901618054,106.1772290276,108.07239203553,103.62789807786,108.47643694077,107.90885005007
106.1772290276,108.07239203553,103.62789807786,108.47643694077,108.98630313072,107.9858109844
108.07239203553,103.62789807786,108.47643694077,108.98630313072,108.63035880943,103.0170206616
103.62789807786,108.47643694077,108.98630313072,108.63035880943,105.52306108578,106.88911767017
108.47643694077,108.98630313072,108.63035880943,105.52306108578,99.799091594851,91.266048000805
108.98630313072,108.63035880943,105.52306108578,99.799091594851,99.202644353779,106.23494972835
108.63035880943,105.52306108578,99.799091594851,99.202644353779,101.74235518673,109.74629235725
105.52306108578,99.799091594851,99.202644353779,101.74235518673,108.37061565606,111.68955594913
99.799091594851,99.202644353779,101.74235518673,108.37061565606,110.64096321885,112.00701980324
99.202644353779,101.74235518673,108.37061565606,110.64096321885,112.07436062078,111.63183524838
101.74235518673,108.37061565606,110.64096321885,112.07436062078,112.70928832902,109.97717516024
108.37061565606,110.64096321885,112.07436062078,112.70928832902,111.55487431404,111.63183524838
110.64096321885,112.07436062078,112.70928832902,111.55487431404,110.77564485393,108.25517425457
112.07436062078,112.70928832902,111.55487431404,110.77564485393,110.86222590506,113.33459592047
112.70928832902,111.55487431404,110.77564485393,110.86222590506,109.17870546655,112.10322097116
111.55487431404,110.77564485393,110.86222590506,109.17870546655,115.17203822764,110.22729819682
110.77564485393,110.86222590506,109.17870546655,115.17203822764,111.13158917522,111.56449443084
110.86222590506,109.17870546655,115.17203822764,111.13158917522,110.75640462035,108.1706519833
109.17870546655,115.17203822764,111.13158917522,110.75640462035,110.51698307988,112.45150912686
115.17203822764,111.13158917522,110.75640462035,110.51698307988,109.78914159686,116.35886866729
111.13158917522,110.75640462035,110.51698307988,109.78914159686,113.42834901197,117.41232344535
110.75640462035,110.51698307988,109.78914159686,113.42834901197,116.16733143492,117.14417132003
110.51698307988,109.78914159686,113.42834901197,116.16733143492,117.19205562812,117.93905083438
109.78914159686,113.42834901197,116.16733143492,117.19205562812,117.78582104848,118.15931865161
113.42834901197,116.16733143492,117.19205562812,117.78582104848,118.15931865161,117.88158966467
116.16733143492,117.19205562812,117.78582104848,118.15931865161,117.57513009287,120.01722980564
117.19205562812,117.78582104848,118.15931865161,117.57513009287,119.23192715291,120.85999362809
117.78582104848,118.15931865161,117.57513009287,119.23192715291,119.86400001974,116.82813488661
118.15931865161,117.57513009287,119.23192715291,119.86400001974,119.92146118945,127.22860660453
117.57513009287,119.23192715291,119.86400001974,119.92146118945,125.2174656646,125.42815662021
119.23192715291,119.86400001974,119.92146118945,125.2174656646,126.48161139827,123.61812977428
119.86400001974,119.92146118945,125.2174656646,126.48161139827,124.13528030169,122.33483031737
119.92146118945,125.2174656646,126.48161139827,124.13528030169,123.07224866201,120.40030427039
125.2174656646,126.48161139827,124.13528030169,123.07224866201,121.45375904845,120.70676384219
126.48161139827,124.13528030169,123.07224866201,121.45375904845,120.29495879258,119.7395008187
124.13528030169,123.07224866201,121.45375904845,120.29495879258,120.34284310068,116.78025057852
123.07224866201,121.45375904845,120.29495879258,120.34284310068,118.06355003542,118.60943114769
121.45375904845,120.29495879258,120.34284310068,118.06355003542,114.98937745582,119.21277342967
120.29495879258,120.34284310068,118.06355003542,114.98937745582,117.3835928605,120.56311091791
120.34284310068,118.06355003542,114.98937745582,117.3835928605,120.37157368553,119.65330906413
118.06355003542,114.98937745582,117.3835928605,120.37157368553,120.66845639571,121.08026144532
114.98937745582,117.3835928605,120.37157368553,120.66845639571,121.08983830694,121.5303739414
117.3835928605,120.37157368553,120.66845639571,121.08983830694,121.24306809284,120.25665134611
120.37157368553,120.66845639571,121.08983830694,121.24306809284,120.11778685264,120.1513058683
120.66845639571,121.08983830694,121.24306809284,120.11778685264,119.26065773776,122.26779228604
121.08983830694,121.24306809284,120.11778685264,119.26065773776,121.38672101712,123.40743881866
121.24306809284,120.11778685264,119.26065773776,121.38672101712,122.10498563852,121.82725665158
120.11778685264,119.26065773776,121.38672101712,122.10498563852,122.68917419726,122.08583191528
119.26065773776,121.38672101712,122.10498563852,122.68917419726,121.65487314244,122.0954087769
121.38672101712,122.10498563852,122.68917419726,121.65487314244,122.21033111633,122.30609973251
122.10498563852,122.68917419726,121.65487314244,122.21033111633,121.24306809284,121.84641037481
122.68917419726,121.65487314244,122.21033111633,121.24306809284,122.46890638003,122.31567659413
121.65487314244,122.21033111633,121.24306809284,122.46890638003,121.91344840615,121.65487314244
122.21033111633,121.24306809284,122.46890638003,121.91344840615,122.20075425471,120.7642250119
121.24306809284,122.46890638003,121.91344840615,122.20075425471,121.54952766463,122.7610006594
122.46890638003,121.91344840615,122.20075425471,121.54952766463,121.7889492051,123.71389839046
121.91344840615,122.20075425471,121.54952766463,121.7889492051,123.14886355496,122.50721382651
122.20075425471,121.54952766463,121.7889492051,123.14886355496,123.4265925419,121.33883670902
121.54952766463,121.7889492051,123.14886355496,123.4265925419,122.02837074557,123.44574626514
121.7889492051,123.14886355496,123.4265925419,122.02837074557,122.39229148708,124.02035796226
123.14886355496,123.4265925419,122.02837074557,122.39229148708,123.20632472467,124.09697285521
123.4265925419,122.02837074557,122.39229148708,123.20632472467,123.8862818996,125.13127391003
122.02837074557,122.39229148708,123.20632472467,123.8862818996,124.61412338262,124.36512498053
122.39229148708,123.20632472467,123.8862818996,124.61412338262,124.46089359672,125.64842443744
123.20632472467,123.8862818996,124.61412338262,124.46089359672,125.0115631398,125.6771550223
123.8862818996,124.61412338262,124.46089359672,125.0115631398,124.76735316852,126.28049730428
124.61412338262,124.46089359672,125.0115631398,124.76735316852,126.20388241133,124.82481433823
124.46089359672,125.0115631398,124.76735316852,126.20388241133,126.45766924422,126.98918506406
125.0115631398,124.76735316852,126.20388241133,126.45766924422,124.13528030169,126.03149890219
124.76735316852,126.20388241133,126.45766924422,124.13528030169,126.93172389435,124.56623907453
126.20388241133,126.45766924422,124.13528030169,126.93172389435,125.8303848082,124.4992010432
126.45766924422,124.13528030169,126.93172389435,125.8303848082,124.55666221291,125.16000449489
124.13528030169,126.93172389435,125.8303848082,124.55666221291,124.56623907453,122.94774946097
126.93172389435,125.8303848082,124.55666221291,124.56623907453,124.68116141395,123.60855291266
125.8303848082,124.55666221291,124.56623907453,124.68116141395,123.3212470641,122.01879388395
124.55666221291,124.56623907453,124.68116141395,123.3212470641,123.49363057323,120.81210931999
124.56623907453,124.68116141395,123.3212470641,123.49363057323,120.67803325733,120.28538193096
124.68116141395,123.3212470641,123.49363057323,120.67803325733,120.53916876386,121.99964016071
123.3212470641,123.49363057323,120.67803325733,120.53916876386,120.97491596751,121.31968298579
123.49363057323,120.67803325733,120.53916876386,120.97491596751,122.21990797794,119.49050241661
120.67803325733,120.53916876386,120.97491596751,122.21990797794,119.95976863593,120.70367561268
120.53916876386,120.97491596751,122.21990797794,119.95976863593,119.22539892811,122.22010137299
120.97491596751,122.21990797794,119.95976863593,119.22539892811,119.97884317379,123.50763267891
122.21990797794,119.95976863593,119.22539892811,119.97884317379,122.74465116429,120.26496124178
119.95976863593,119.22539892811,119.97884317379,122.74465116429,122.98308288761,121.60017889236
119.22539892811,119.97884317379,122.74465116429,122.98308288761,119.35892069317,124.13709242847
119.97884317379,122.74465116429,122.98308288761,119.35892069317,122.68742755069,128.23334943508
122.74465116429,122.98308288761,119.35892069317,122.68742755069,124.51858318578,126.187605249
122.98308288761,119.35892069317,122.68742755069,124.51858318578,126.51187239272,124.45182230325
119.35892069317,122.68742755069,124.51858318578,126.51187239272,124.25153965566,122.36316040698
122.68742755069,124.51858318578,126.51187239272,124.25153965566,123.66976625076,121.11377817679
124.51858318578,126.51187239272,124.25153965566,123.66976625076,122.66835301283,122.17241502832
126.51187239272,124.25153965566,123.66976625076,122.66835301283,121.03748002533,119.75948598834
124.25153965566,123.66976625076,122.66835301283,121.03748002533,121.69555158169,119.74041145048
123.66976625076,122.66835301283,121.03748002533,121.69555158169,118.97742993586,120.43663208257
122.66835301283,121.03748002533,121.69555158169,118.97742993586,120.33172212431,120.56061657869
121.03748002533,121.69555158169,118.97742993586,120.33172212431,120.9134955292,121.12331544572
121.69555158169,118.97742993586,120.33172212431,120.9134955292,120.45570662043,122.42992128951
118.97742993586,120.33172212431,120.9134955292,120.45570662043,120.98025641173,120.12190220779
120.33172212431,120.9134955292,120.45570662043,120.98025641173,121.21868813505,120.02652951846
120.9134955292,120.45570662043,120.98025641173,121.21868813505,120.70367561268,120.02652951846
120.45570662043,120.98025641173,121.21868813505,120.70367561268,119.78809779514,121.73370065742
120.98025641173,121.21868813505,120.70367561268,119.78809779514,120.17912582138,118.71038640574
121.21868813505,120.70367561268,119.78809779514,120.17912582138,121.45711985837,119.24447346597
120.70367561268,119.78809779514,120.17912582138,121.45711985837,119.52105426502,119.04419081839
119.78809779514,120.17912582138,121.45711985837,119.52105426502,118.50056648922,120.25542397284
120.17912582138,121.45711985837,119.52105426502,118.50056648922,118.67223733001,118.30982111057
121.45711985837,119.52105426502,118.50056648922,118.67223733001,120.52246750296,118.80575909507
119.52105426502,118.50056648922,118.67223733001,120.52246750296,117.54683959595,117.07951341824
118.50056648922,118.67223733001,120.52246750296,117.54683959595,118.49102922029,120.68460107482
118.67223733001,120.52246750296,117.54683959595,118.49102922029,117.67082409207,121.34267263118
120.52246750296,117.54683959595,118.49102922029,117.67082409207,120.82766010881,121.23776267292
117.54683959595,118.49102922029,117.67082409207,120.82766010881,121.32359809331,122.31547406231
118.49102922029,117.67082409207,120.82766010881,121.32359809331,120.07421586312,122.79233750895
117.67082409207,120.82766010881,121.32359809331,120.07421586312,121.59541025789,121.12331544572
120.82766010881,121.32359809331,120.07421586312,121.59541025789,122.52529397883,120.07421586312
121.32359809331,120.07421586312,121.59541025789,122.52529397883,121.16146452145,118.14768753871
120.07421586312,121.59541025789,122.52529397883,121.16146452145,119.16817531451,118.64362552321
121.59541025789,122.52529397883,121.16146452145,119.16817531451,117.87110673966,116.65033631627
